x,y,z
0.1850503411317425,0.4429218444882839,0.3720278143799737
0.21316156398496225,0.40224750561736655,0.38459093039767106
0.2089267224782515,0.4067592361092712,0.38431404141247716
0.23216506067714743,0.38091114399198767,0.38692379533086474
0.24133973347631635,0.3739513956564846,0.3847088708671992
0.20782519076262726,0.40485729366460077,0.3873175155727717
0.21328240449699767,0.39966644970064413,0.3870511458023581
0.2007223764409603,0.41481291287857625,0.3844647106804638
0.21532778275630482,0.3988325154428711,0.38583970180082383
0.26686081783983356,0.3631356904199582,0.37000349174020836
0.1898170175146723,0.4253721792509634,0.38481080323436484
0.24607628162622483,0.3712532235984133,0.38267049477536186
0.23793960095900318,0.37697280707073083,0.3850875919702665
0.22697184354133318,0.3835269086297689,0.38950124782889783
0.1804762309016028,0.4434812243222582,0.3760425447761393
0.24669810048995383,0.37069114489812227,0.3826107546119243
0.21388375369801949,0.39819730404959575,0.38791894225238477
0.19306023542382245,0.43060362518736467,0.37633613938881294
0.17103630517086865,0.471894462647367,0.3570692321817644
0.19897592264314343,0.4217282385626121,0.37929583879424467
0.16808538596915115,0.4682728393632879,0.36364177466756087
0.18871416313001263,0.44119281242622366,0.37009302444376346
0.23538704622274761,0.37754751566914546,0.3870654381081071
0.24521993460140454,0.37152859492278223,0.3832514704758131
0.18544209637494513,0.4427342338605557,0.3718236697644992
0.19159570877124069,0.4262174980180451,0.3821867932107139
0.2280332630538186,0.3832519677979237,0.3887147691482577
0.20802693531730218,0.4095882874256741,0.3823847772570237
0.2534375510022652,0.36781852246468777,0.3787439265330471
0.22902433804117373,0.38209469440553545,0.3888809675532906
0.19455369005370637,0.4301200378550457,0.37532627209124775
0.19746590767838587,0.41874403110779834,0.38379006121381576
0.22810926477110782,0.3826066624560679,0.3892840727728242
0.20991149302220302,0.4035389178152001,0.38654958916259685
0.20763864830128853,0.4117799340895359,0.38058141760917563
0.2229834381695371,0.3912532280145805,0.38576333381588235
0.20037985933843833,0.41199887469198854,0.38762126596957275
0.20967521825657046,0.40087776652902307,0.38944701521440617
0.22923819351981609,0.3820948094220276,0.38866699705815605
0.22281674926354206,0.3888444787915342,0.38833877194492394
0.21450018814393487,0.3968684577854237,0.38863135407064153
0.2628587020272644,0.3631482470935769,0.3739930508791585
0.22692305196078646,0.3853972814497913,0.38767966658942216
0.17733317056347658,0.4550651146030319,0.3676017148334917
0.253588731946093,0.3683798059902408,0.37803146206366645
0.24318238531614284,0.3732922956115833,0.3835253190722739
0.258560047418827,0.3653100534930743,0.37612989908809846
0.21195666574728528,0.39686656527063996,0.39117676898207465
0.204883652584175,0.4113251645038768,0.3837911829119479
0.19717570902349957,0.42797718858536116,0.3748471023911395
0.24571438950034016,0.3717411408276821,0.38254446967197775
0.18734421669651097,0.43407227171330204,0.3785835115901871
0.23308605392970821,0.3802826100559622,0.38663133601432953
0.20550235260936786,0.41064440544914305,0.3838532419414892
0.2265664255405544,0.3829905617808125,0.3904430126786329
0.23035922486228763,0.385048171796461,0.3845926033412519
0.18647213537316953,0.43228286207102773,0.38124500255580307
0.25017500390878644,0.3687127226612328,0.38111227342998055
0.22870016080606212,0.38329532358083573,0.38800451561310234
0.2176495644487661,0.3989891461299584,0.3833612894212756
0.225612589782715,0.38699828311263057,0.3873891271046548
0.2080494928203162,0.4073448052506702,0.3846057019290133
0.25065531387727014,0.36845596622453103,0.380888719898199
0.2782661369048044,0.36148155525564174,0.36025230783955403
0.2164094534346066,0.3965239662140081,0.3870665803513853
0.23713086961338398,0.3770338450151801,0.38583528537143597
0.24872988297054663,0.36968508624064206,0.38158503078881145
