x,y,z
0.3947641295644266,0.310342031265605,0.29489383916996875
0.39756063326856345,0.31116644540916916,0.2912729213222676
0.39101032327058516,0.30769192700194803,0.3012977497274667
0.37490053706797183,0.3084035989651092,0.31669586396691907
0.3975641775251763,0.30829196497961286,0.2941438574952107
0.38637292461813677,0.3062516404473541,0.3073754349345092
0.39077550442014536,0.3084506521399293,0.3007738434399255
0.39658756358964536,0.30921393548032755,0.2941985009300271
0.39516215292072854,0.30788849282169983,0.2969493542575719
0.3803402592282141,0.3057573144349489,0.31390242633683724
0.39151923493548446,0.30520638152634094,0.3032743835381746
0.3733258860961311,0.3093457895490646,0.31732832435480474
0.3972659941012547,0.30920775034455195,0.29352625555419326
0.3755542908063598,0.3089856398327754,0.31546006936086507
0.40044402442619886,0.308517696559453,0.29103827901434814
0.3738778515288118,0.30913154865232606,0.31699059981886235
0.39759310054472885,0.30976782181725393,0.2926390776380173
0.39372317194129286,0.30675877702735177,0.29951805103135537
0.39801470746615175,0.30999939667253656,0.29198589586131185
0.37529143903121986,0.3081785317333934,0.31653002923538687
0.37762375605960796,0.3074656715701274,0.314910572370265
0.39512118830173015,0.30665203820745957,0.29822677349081056
0.3930732838888292,0.3078196153570872,0.29910710075408364
0.37174632682279,0.31067389228044534,0.31757978089676475
0.3799822917953017,0.3065171306550316,0.3135005775496669
0.39656162116965393,0.31040043479682017,0.29303794403352584
0.37226469945447394,0.31018241287388937,0.3175528876716367
0.37103371647945155,0.3111494188068134,0.31781686471373516
0.3963074969908721,0.3110053801771496,0.2926871228319782
0.3796237748105199,0.3066950384667628,0.3136811867227173
0.39424465831381494,0.3096833449503291,0.2960719967358563
0.37339217474978,0.30936137328731717,0.3172464519629028
0.39404186547501946,0.30969603054899036,0.29626210397599045
0.39689366829170647,0.3110408319829353,0.29206549972535834
0.37117477110337616,0.3110511284900119,0.317774100406612
0.39459235610862436,0.3059737033806028,0.29943394051077304
0.3764126231664053,0.30805428115553324,0.31553309567806154
0.39098778367617476,0.30731523615667977,0.3016969801671455
0.37563169813615555,0.3079660127377721,0.3164022891260722
0.39571591675597423,0.31234347969040016,0.29194060355362544
0.3913392876888462,0.30444221305032615,0.3042184992608278
0.3719863687216089,0.3104779652718719,0.3175356660065193
0.37203464152672183,0.31049990431541363,0.31746545415786487
0.3774116094493111,0.3077841310857311,0.3148042594649577
0.37289199968961795,0.30997699075411533,0.3171310095562669
0.38793236353135463,0.3100802207342916,0.30198741573435395
0.38316471966275056,0.30608408433904416,0.31075119599820533
0.38865702206372366,0.30560608514419746,0.30573689279207894
0.39366737930359436,0.31082518585793195,0.2955074348384737
0.3955444036968233,0.311140897364165,0.29331469893901185
0.3932261217428025,0.30652116429998805,0.30025271395720965
0.39806867641171606,0.31141127819750336,0.2905200453907806
0.3733318694387851,0.3096664725145165,0.3170016580466987
0.3715663628177309,0.3107103312118693,0.3177233059704
0.37585108820747837,0.3080935156885367,0.31605539610398503
0.39601283229578826,0.3063040903685967,0.29768307733561505
0.37643363152505516,0.30730747777054646,0.3162588907043986
0.40076469357196537,0.3093258071833102,0.28990949924472453
0.3851742750839099,0.30616454702908363,0.30866117788700653
0.3727526457801831,0.3104763761463911,0.31677097807342625
0.37366074012521755,0.3095246071977941,0.31681465267698816
0.3969535919780473,0.3099159327002196,0.2931304753217335
0.38218468645138837,0.3061653097235911,0.3116500038250209
0.3881654817606094,0.30697706670405384,0.30485745153533667
0.3751404968680455,0.3088647491383871,0.3159947539935676
0.3810273841788485,0.30590569000469925,0.3130669258164521
0.4004033796688122,0.3107513133099029,0.28884530702128514
0.38018556477309207,0.30869986781906356,0.3111145674078443
0.390268639589249,0.30658408555735217,0.30314727485339865
0.37961860349748516,0.3057532154879975,0.3146281810145173
0.3737614628861651,0.3097244627230002,0.3165140743908349
0.38400424314893455,0.30491961521105393,0.3110761416400114
0.39659744840619193,0.30953893518574704,0.29386361640806136
0.37347288348270136,0.3095056522687176,0.31702146424858113
0.3929152984235002,0.30730883613222476,0.2997758654442751
0.3958013716090693,0.3055282798894455,0.29867034850148555
0.39159349082451445,0.3050443021457852,0.3033622070297003
0.37400788864877194,0.30901607266021386,0.31697603869101443
0.3838360310876902,0.30511912316078554,0.31104484575152447
0.3730951279040324,0.30959946084160034,0.3173054112543676
0.3953662278898032,0.3117731413380546,0.29286063077214236
0.3900345786227548,0.30816390945019767,0.3018015119270475
0.37686995826322944,0.3086646198163435,0.3144654219204271
0.3781291340993084,0.30721244946455767,0.31465841643613396
0.37198439190110244,0.31039574780941903,0.3176198602894788
0.38602167971098605,0.3058459873523991,0.308132332936615
0.3750270241017475,0.30850101137520053,0.31647196452305215
0.38532479365497735,0.3062360018090761,0.30843920453594637
0.37731265291502003,0.3074226691002034,0.31526467798477664
0.3983749557249262,0.3093899937621447,0.29223505051292925
0.3929773571850159,0.3086249114597365,0.2983977313552476
0.387823450803926,0.3052916144332978,0.3068849347627764
0.3841508598179301,0.306014351530445,0.30983478865162495
0.37675121363802266,0.3082163167434386,0.31503246961853876
0.37110169760108946,0.31102720391489874,0.31787109848401157
0.3742565079544524,0.3087433911049783,0.3170001009405695
0.3920512620116452,0.30819321675381267,0.2997555212345422
0.37638053564128054,0.30786428769169827,0.31575517666702135
0.39061386934057707,0.3076752682302069,0.3017108624292162
0.3933693736081448,0.3103729545157197,0.2962576718761355
0.37268973209452577,0.31002135796405866,0.31728890994141573
0.389353416655924,0.3068323647440206,0.30381421860005514
0.3754647443791357,0.3083061139874511,0.31622914163341337
0.38081122089002,0.3061949678007457,0.3129938113092344
0.3840692364267462,0.3052207956892203,0.31070996788403366
0.38290928504931193,0.30714516980475515,0.30994554514593287
0.39679857959977877,0.30811372067635817,0.2950876997238632
0.3740347003204136,0.3091709517288877,0.3167943479506989
0.3932732614155713,0.3112468809300546,0.29547985765437407
0.378828813642038,0.30723742911194135,0.313933757246021
0.38285070185905906,0.3061265162194399,0.31102278192150107
0.37357843006537855,0.3092826352238962,0.31713893471072524
0.37739423546949036,0.30821878579804873,0.314386978732461
0.3810115102206393,0.30787572252155604,0.3111127672578047
0.394684044033207,0.30637979859190245,0.2989361573748907
0.3864179487621323,0.30588418848409277,0.30769786275377503
0.37599177725557587,0.3079704232551546,0.31603779948926947
0.38244491176516643,0.30638158421954503,0.31117350401528865
0.37823467662967464,0.30821097055725155,0.313554352813074
0.3835353615179836,0.30779613569794073,0.308668502784076
0.39778149810818153,0.3056513176393466,0.2965671842524717
0.372477487688775,0.3098942024778484,0.31762830983337687
0.3759455678164918,0.3082025248572161,0.3158519073262919
0.3849117212554217,0.30462983340848204,0.3104584453360959
0.3716358590155312,0.3106474283706042,0.3177167126138647
0.3878784291074178,0.30408197402232606,0.3080395968702563
0.3828944465318733,0.3052025462125645,0.31190300725556264
0.37826536738108707,0.306697294754489,0.31503733786442395
0.3703277078567487,0.311586854006405,0.3180854381368465
0.39092772845799595,0.3048573724695078,0.30421489907249655
0.37321599180873416,0.3098342121674655,0.31694979602380025
0.37393140098563515,0.309232870449033,0.3168357285653317
0.3969408678951609,0.31103438159865876,0.2920247505061803
