x,y,z
0.20555657289339999,0.4385457318217229,0.355897695284877
0.2509793180591748,0.3695011865018059,0.37951949543901925
0.2618794941331704,0.35633007653767734,0.3817904293291524
0.27334394343902985,0.354745346811653,0.3719107097493174
0.20972644825111308,0.40718994054740654,0.3830836112014807
0.22288003223813388,0.4028906116767822,0.37422935608508356
0.19435017116797038,0.44439135370543953,0.36125847512659015
0.22674168689507238,0.385631878646191,0.38762643445873685
0.23506033459703024,0.39084958720803875,0.3740900781949309
0.1921987609407197,0.42397996224039347,0.38382127681888706
0.21131350961999448,0.4311460012513535,0.3575404891286521
0.18352589937548855,0.4336569952394074,0.382817105385104
0.20805918166105514,0.4094455764515913,0.3824952418873533
0.1981644644612832,0.42388894716968595,0.37794658836903094
0.19958796307629806,0.4177075970911709,0.3827044398325309
0.2650669565578229,0.3546147367117416,0.38031830673043576
0.2389214074078206,0.37871604266479775,0.3823625499273816
0.21659120806145798,0.4075248561791865,0.3758839357593552
0.20730662625031315,0.4126447641528177,0.3800486095968688
0.2410676328885343,0.375306545277609,0.3836258218338566
0.17565306561717403,0.44706032017058894,0.37728661421223675
0.17353104982170933,0.44796942354265135,0.37849952663563924
0.23609259492052315,0.40715363433366836,0.3567537707458084
0.2237609201025409,0.4058696877271041,0.370369392170355
0.15842770326957395,0.48069465264183153,0.3608776440885946
0.17653219216371957,0.44542192563505345,0.37804588220122726
0.19871555517191378,0.42518782223778084,0.3760966225903054
0.20938412607429044,0.4101213702052071,0.38049450372050253
0.17974926672046213,0.4391922858345312,0.38105844744500705
0.23305016771066747,0.3945540419263033,0.3723957903630293
0.16790725633079792,0.45488032794423555,0.37721241572496633
0.17294479826013961,0.4476884868737651,0.37936671486609536
0.19468458702024172,0.4211643652386804,0.3841510477410778
0.1821545047081125,0.43406959974161097,0.38377589555027647
0.18840205064497972,0.4532133312976679,0.35838461805735267
0.24873333463771422,0.3950104768617334,0.3562561885005524
0.24978106214172927,0.37533829672692,0.374880641131351
0.21078846848185545,0.41272467989785727,0.3764868516202874
0.18720399159753623,0.430849440294504,0.38194656810795957
0.21953061221101405,0.3968483747630043,0.3836210130259815
0.18828308750778186,0.42875911952627443,0.3829577929659437
0.18858188416475338,0.44386431753720285,0.36755379829804413
0.2445299405649222,0.37098697025525196,0.3844830891798261
0.22586756541132066,0.3936213804997958,0.3805110540888833
0.2172499218496141,0.397402110802218,0.3853479673481681
0.19739291073519544,0.42063350813411926,0.38197358113068486
0.23828438755029147,0.3879826962071911,0.37373291624251737
0.1516187110668098,0.4925728017117892,0.3558084872214012
0.26134662881867227,0.3681220298313627,0.37053134134996485
0.2435303733546174,0.37204759217095873,0.3844220344744236
0.2843144970639518,0.34445094614618865,0.37123455678985917
0.22709312445219781,0.3940338121758979,0.37887306337190435
0.21475205838907607,0.40236014570265805,0.3828877959082659
0.2582779090908547,0.3653613281085211,0.37636076280062425
0.20663649395919045,0.41295403306660083,0.3804094729742087
0.17504565355777424,0.4567547673624095,0.36819957907981643
0.2361275997841983,0.3807296926871957,0.3831427075286058
0.21257121734165543,0.4003796281448855,0.38704915451345906
0.2721871280921144,0.35208418077820125,0.37572869112968443
0.19398837965653334,0.43120326828012795,0.3748083520633392
0.21661487570990923,0.406417456455724,0.37696766783436647
0.2528993277510622,0.3630448793379759,0.38405579291096203
0.23253910481586587,0.3908652234059107,0.37659567177822373
0.17554831267348694,0.4413202001240451,0.38313148720246787
0.20038800655912176,0.4213890857772197,0.3782229076636584
0.21567633245462098,0.3996023850141855,0.3847212825311933
0.16231411219955205,0.4661116870146358,0.3715742007858118
0.22772878017950596,0.38527394289779887,0.3869972769226954
0.22825353414686933,0.3854079273493721,0.38633853850375843
0.22340039614840934,0.40952171115399616,0.36707789269759433
0.24795945383105528,0.37271249059961004,0.37932805556933485
0.254126167545573,0.3726688661430194,0.37320496631140765
0.17530276451697563,0.44407707111934325,0.38062016436368096
0.19682092387994604,0.42049258626340247,0.38268648985665177
0.2501727328444786,0.3658325976748439,0.3839946694806775
0.2383917080547874,0.3758821612849861,0.3857261306602264
0.22964301397444076,0.4024081649693908,0.3679488210561686
0.17772244693339284,0.4402695999379719,0.38200795312863534
0.2732359113167055,0.35145310346899405,0.37531098521430084
0.22783764453414654,0.39455067398227106,0.3776116814835827
0.24184109448753618,0.38442099788271844,0.37373790762974546
0.2679138603632085,0.35431340223327534,0.377772737403516
0.23650463811243566,0.37863281217277756,0.38486254971478684
0.27515589093060855,0.3481373036958481,0.37670680537354306
0.19833425093286733,0.4199649588806569,0.3817007901864758
0.19733104255549463,0.41691729607057265,0.3857516613739326
0.22274645646278618,0.3880245844964355,0.3892289590407786
0.2756636588542086,0.34900317280942483,0.37533316833636676
